fecha,tipo_avión,registro,Operador,numero_total_fallecidos,lugar_accidente
1930-02-09 00:00:00.000,de Havilland DH.60G Gipsy Moth,G-CAUR,Flying & Services Ltd.,0,"Cornwall, Ontario"
1940-01-02 00:00:00.000,Supermarine Spitfire Mk I,K9835,41 Sqn RAF,0,"RAF Thornaby, North Yorkshire"
1940-01-02 00:00:00.000,Gloster Gladiator II,N5637,263 Sqn RAF,0,"Pen Pound Farm, outskirts of Rhos, between Neath and Pontardawe"
1940-01-05 00:00:00.000,Armstrong Whitworth Whitley Mk IV,K9020,78 Sqn RAF,0,"RAF Dishforth, North Yorkshire"
1940-01-08 00:00:00.000,Supermarine Spitfire Mk I,K9945,616 (South Yorkshire) Sqn RAF,0,"RAF Leconfield, Yorkshire"
1940-01-12 00:00:00.000,Supermarine Spitfire I,K9847,41 Sqn RAF,0,"RAF Catterick, North Yorkshire"
1940-01-13 00:00:00.000,Supermarine Spitfire Mk I,L1061,603 (City of Edinburgh) Sqn RAF,0,"RAF Prestwick, Ayrshire"
1940-01-15 00:00:00.000,Lockheed Hudson Mk I,N7339,CCP RAF,0,"RAF Silloth, Cumberland"
1940-01-18 00:00:00.000,Fairey Battle Mk I,L5056,7 B&GS RAF,0,"near Cardiff, Glamorgan"
1940-01-02 00:00:00.000,Supermarine Spitfire Mk I,K9835,41 Sqn RAF,0,"RAF Thornaby, North Yorkshire"
1940-01-02 00:00:00.000,Gloster Gladiator II,N5637,263 Sqn RAF,0,"Pen Pound Farm, outskirts of Rhos, between Neath and Pontardawe"
1940-01-05 00:00:00.000,Armstrong Whitworth Whitley Mk IV,K9020,78 Sqn RAF,0,"RAF Dishforth, North Yorkshire"
1940-01-08 00:00:00.000,Supermarine Spitfire Mk I,K9945,616 (South Yorkshire) Sqn RAF,0,"RAF Leconfield, Yorkshire"
1940-01-12 00:00:00.000,Supermarine Spitfire I,K9847,41 Sqn RAF,0,"RAF Catterick, North Yorkshire"
1940-01-13 00:00:00.000,Supermarine Spitfire Mk I,L1061,603 (City of Edinburgh) Sqn RAF,0,"RAF Prestwick, Ayrshire"
1940-01-15 00:00:00.000,Lockheed Hudson Mk I,N7339,CCP RAF,0,"RAF Silloth, Cumberland"
1940-01-18 00:00:00.000,Fairey Battle Mk I,L5056,7 B&GS RAF,0,"near Cardiff, Glamorgan"
1960-01-01 00:00:00.000,De Havilland DH.82A Tiger Moth,PH-NIK,J.M. Smeets,0,"Genk-Zwartberg Airfield, Genk, Limburg"
1960-01-03 00:00:00.000,Taylorcraft Auster 5D,ZK-BMD,Wairarapa & Ruahine Aero Club,0,"Homewood, Wairarapa"
1960-01-03 00:00:00.000,Lockheed L-749A Constellation,N110A,Eastern Air Lines,0,"Philadelphia International Airport, PA (PHL)"
1960-01-06 00:00:00.000,McDonnell F2H-3 Banshee,127510,Royal Canadian Navy (RCN),0,"HMCS Shearwater, NS"
1960-01-15 00:00:00.000,Fletcher FU24,ZK-BHZ,se desconoce,0,"Woodville, Hawke's Bay"
1960-01-03 00:00:00.000,Lockheed L-749A Constellation,N110A,Eastern Air Lines,0,"Philadelphia International Airport, PA (PHL)"
1970-01-02 00:00:00.000,De Havilland DH-82A Tiger Moth,VH-BXF,Darling Down Aero Club,0,"Toowoomba Aerodrome, Toowoomba, QLD"
1970-01-05 00:00:00.000,De Havilland DH-82A Tiger Moth,VH-TIG,Groupair Pty Ltd,0,"Berwick Airport, Berwick, VIC"
1970-01-08 00:00:00.000,Beechcraft A23A,VH-RWA,Royal Aero Club of Western Australia,0,"Jandakot Airport, Perth, WA"
1970-01-09 00:00:00.000,Vickers 768D Viscount,VT-DJB,Indian Airlines,0,Patna Airport (PAT)
1970-01-11 00:00:00.000,DC-9-31,N1308T,Texas International,0,"Harlingen-Valley International Airport, TX (HRL)"
1980-01-01 00:00:00.000,Boeing 737-2A8,VT-EAH,Indian Airlines,0,Ahmedabad Airport (AMD)
1980-01-22 00:00:00.000,Grumman American AA-5A Cheetah,9V-...,SGAS/SPPTS,0,near Batu Pahat
1980-01-01 00:00:00.000,Boeing 737-2A8,VT-EAH,Indian Airlines,0,Ahmedabad Airport (AMD)
1990-01-02 00:00:00.000,Bell 206B,VH-AZD,se desconoce,0,"Tuart Hill, WA"
1990-01-02 00:00:00.000,Cessna 182P,VH-WLX,se desconoce,0,"Roeta Station, 60km W of Hillston, NSW"
1990-01-04 00:00:00.000,Boeing 727-251,N280US,Northwest Airlines,0,"over Madison, Florida"
1990-01-05 00:00:00.000,Grumman G-164B Ag-Cat,VH-HCR,se desconoce,0,"12km E of Griffith, NSW"
1990-01-05 00:00:00.000,Piper PA-28-161,VH-WHA,se desconoce,0,"Bendigo Airport (YBDG), Bendigo, VIC"
1990-01-07 00:00:00.000,Grumman G-164B Ag-Cat,VH-HIT,se desconoce,0,"Finley, NSW"
1990-01-09 00:00:00.000,PADC/BN-2A-21 Islander,VH-SBD,Sunbird Airlines,0,"Yorke Island Airport, QLD (OKR)"
1990-01-10 00:00:00.000,Piper PA-28R-180 Cherokee Arrow,VH-CJN,se desconoce,0,"Dunk Island Airport (YDKI), Dunk Island, QLD"
1990-01-13 00:00:00.000,Cessna 172E,VH-FRG,se desconoce,0,"Braeside Station, WA"
1990-01-13 00:00:00.000,Grob - Burkhart Flugzeugbau G102,VH-GHF,se desconoce,0,"Cunderdin, WA"
1990-01-15 00:00:00.000,Beechcraft E18S,N900TH,Troy Air,0,"Anchorage International Airport, 4 nm SW of Anchorage, Alaska"
1990-01-15 00:00:00.000,Fairchild SA227-AC Metro III,N2721M,SkyWest Airlines,0,"6,6 km ENE of Elko Airport, NV (EKO)"
1990-01-15 00:00:00.000,Beechcraft 95-55 Baron,VH-TSM,se desconoce,0,"Brisbane Airport (YBBN), Brisbane, QLD"
1990-01-17 00:00:00.000,Cessna 404 Titan,N335GP,Geodatos,0,"Boca Raton, FL"
1990-01-17 00:00:00.000,Beech Beechjet 400A,N3121B,Sara Lee Corporation,0,"McCharen Field, 2 miles W of West Point, Mississippi"
1990-01-19 00:00:00.000,Hughes 369HS,ZK-HJC,Alpine Enterprises Ltd,0,"Mt Cann, West Coast"
1990-01-19 00:00:00.000,Mitsubishi MU-2B-25,N99SR,Cosco E Associates Inc.,0,"Jefferson County Airport, Broomfield, Colorado"
1990-01-09 00:00:00.000,PADC/BN-2A-21 Islander,VH-SBD,Sunbird Airlines,0,"Yorke Island Airport, QLD (OKR)"
1990-01-15 00:00:00.000,Fairchild SA227-AC Metro III,N2721M,SkyWest Airlines,0,"6,6 km ENE of Elko Airport, NV (EKO)"
1990-01-17 00:00:00.000,Beech Beechjet 400A,N3121B,Sara Lee Corporation,0,"McCharen Field, 2 miles W of West Point, Mississippi"
2000-01-01 00:00:00.000,Cessna 550 Citation II,N752CC,US Customs Service,0,"HOMESTEAD, Florida"
2000-01-02 00:00:00.000,CAP-4 Paulistinha,PT-LQT,Air Vision Publicidade Aérea Ltda,0,"Capão da Canoa, RS"
2000-01-02 00:00:00.000,Cessna 172G,N3690L,Riverside Air Service,0,"VICTORVILLE, California"
2000-01-03 00:00:00.000,Robinson R44,N233MP,Avietch,0,"Cayey, San Juan"
2000-01-04 00:00:00.000,RotorWay Exec 90,N89678,Cobb International,0,"CHANDLER, Arizona"
2000-01-05 00:00:00.000,Bell 206A JetRanger,N206GR,Aviation Services Unlimited,0,"near Brutus, New York"
2000-01-07 00:00:00.000,Cessna 177B,N34021,George Coutrakon,0,"RIALTO, California"
2000-01-08 00:00:00.000,Cessna 172P,N65710,Utah State University,0,"HUNTSVILLE, Utah"
2000-01-08 00:00:00.000,Hawker Hunter F Mk 51,N72602,Jetech Leasing Inc,0,"Chino, California"
2000-01-08 00:00:00.000,Piper PA-28R-201,N2292M,Peterson Afb Flying Club,0,"PUEBLO, Colorado"
2000-01-09 00:00:00.000,Swearingen SX300,N54SX,Jim Kennedy,0,"JEKYLL ISLAND, Georgia"
2000-01-09 00:00:00.000,Bellanca 7ECA,N2735Z,Eagle-1 Aviation,0,"WAYNESBURG, Pennsylvania"
2000-01-09 00:00:00.000,Wassmer WA-41 Baladou,G-ATZS,Temporal Songs Ltd,0,Calais - 62
2000-01-09 00:00:00.000,Boeing 747-230F,HL7441,Korean Air,0,near Penang International Airport (PEN)
2000-01-09 00:00:00.000,Piper PA-32-300,N8954N,"Eagle Air Service, Ltd.",0,"SWEENEY, Texas"
2000-01-10 00:00:00.000,Cessna 172R,N8292,"Gulf Coast Helicopters, Inc.",0,"ANGLETON, Texas"
2000-01-10 00:00:00.000,Beechcraft D18,N1827M,Methow Aviation,0,"Pain Field, Everett, WA"
2000-01-11 00:00:00.000,Piper PA-46-310P Malibu,N9103N,Robert T Harris,0,"BRADFORD, Pennsylvania"
2000-01-11 00:00:00.000,Beechcraft F-33A,N1565A,Airline Training Center Arizon,0,"MOBILE, Arizona"
2000-01-11 00:00:00.000,Bell OH-58C Kiowa,N31JA,Jicarilla Apache Police Dept.,0,"near Lindrith, NM"
2000-01-14 00:00:00.000,Hawker Siddeley HS-748,HC-BEY,TAME Ecuador,0,Guayaquil-Simon Bolivar Airport (GYE)
2000-01-14 00:00:00.000,Piper PA-38-112 Tomahawk,LV-MOH,Three Rio Aeroclub,0,"Aeródromo Río Tercero, Rio Tercero - Córdoba"
2000-01-14 00:00:00.000,Piper PA-38-112,N2572N,Mazzie's Flying Service,0,"KERNVILLE, California"
2000-01-17 00:00:00.000,Cessna 172M,N12654,Frank Leasing LLC,0,"LIBERAL, Kansas"
2000-01-17 00:00:00.000,Cessna 340A,XBBJU,Luis Carlos Alanis Fernandez,0,"BROWNSVILLE, Texas"
2000-01-17 00:00:00.000,Cessna 210M,VH-NOK,se desconoce,0,"Croker Island Airport (YCKI), Croker Island, NT"
2000-01-18 00:00:00.000,Hughes 269,N9297F,Helicopter Specialist Inc,0,"3 miles south of Sherwood, Oregon"
2000-01-18 00:00:00.000,Cessna 182J,N3369F,Curtis Flying Inc.,0,"STANLEY, North Dakota"
2000-01-18 00:00:00.000,Bell OH-58C Kiowa,N436SD,AG FLITE INC.,0,"Brawley, CA"
2010-01-01 00:00:00.000,Hiller UH-12E,N440NR,Costa Spraying Inc,0,"Tulare, near Tipton, California"
2010-01-01 00:00:00.000,Maule M-4-220C,N2028U,Candlerock International Corp,0,"Pearsall, TX"
2010-01-02 00:00:00.000,Boeing 727-231F Super 27,9Q-CAA,CAA,0,Kinshasa-N'Djili Airport (FIH)
2010-01-02 00:00:00.000,Swearingen SA227-AC Metro III,N227ML,Locair,0,"Somerset-Lake Cumberland Regional Airport, KY (SME)"
2010-01-04 00:00:00.000,De Havilland DH.82A Tiger Moth,VH-FAH,Laurence [Laurie] Peter Brown,0,"Bendigo Airport, Bendigo, VIC"
2010-01-05 00:00:00.000,Cessna 172M Skyhawk,C-GEBK,Ursus Aviation,0,"Tulita Airport (CFZN), Northwest Territories"
2010-01-05 00:00:00.000,Bell 206L 1,C-FALC,Alpine Helicopters,0,"20 NM South of Golden, BC"
2010-01-06 00:00:00.000,Cessna 208B Grand Caravan,A2-AKG,Mack Air,0,"Piajo Airstrip, Chief's Island, Okavango Delta"
2010-01-06 00:00:00.000,Beech C99,N206AV,Ameriflight,0,"Kearney Regional Airport, NE (EAR)"
2010-01-06 00:00:00.000,Cessna 172R,N35414,Pinnacle Aviation Services Inc,0,"Ramona Airport, CA"
2010-01-06 00:00:00.000,Schweizer 269C-1 (300CB),N3275M,Chesapeake Bay Helicopters,0,"Near Amish Road and Route 68, Grantsville, MD"
2010-01-07 00:00:00.000,Saab 340A,C6-SBE,SkyBahamas Airlines,0,Nassau-Lynden Pindling International Airport (NAS)
2010-01-07 00:00:00.000,Bell 206B,N127TP,"N127TP, LLC",0,"Kalispell, MT"
2010-01-08 00:00:00.000,Piper PA-28-181,N29285,Midfield Aviation,0,"Apple Valley, CA"
2010-01-08 00:00:00.000,Hughes 500D (369D),N500LW,Idaho Fish and Game,0,"Kelly Creek area, Northern Idaho wilderness"
2010-01-08 00:00:00.000,Dassault Falcon 20C,XA-PCC,Aerotaxis Dos Mil,0,"Vail-Eagle County Airport, CO (EGE)"
2010-01-08 00:00:00.000,Piper PA-31-350 Chieftain,C-FVWY,Superior Airways Ltd.,0,"Bloodvein River Airport, Manitoba"
2010-01-09 00:00:00.000,Cessna 140,N3160N,Samuel D McGowan,0,"North of Ranchaero Airport, CA"
2010-01-09 00:00:00.000,DINFIA IA 46 Super Ranquel,LV-JEW,se desconoce,0,"Rufino, SF"
2010-01-10 00:00:00.000,Airbus A319-131,N816UA,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)"
2010-01-11 00:00:00.000,Robinson R44,SE-JGA,Skärgårdsflyg i Stockholm,0,"NW Näsudden, Ornö"
2010-01-12 00:00:00.000,Young Dee C KITFOX II,N345DY,se desconoce,0,"St. Anthony, Idaho"
2010-01-13 00:00:00.000,Mil Mi-8AMT,RA-22428,UTair,0,Kabul Airport (KBL/OAKB)
2010-01-13 00:00:00.000,DHC-8-102,5Y-EMD,"CMC Aviation, opf. ECHO Flight",0,Moba Airport (BDV)
2010-01-13 00:00:00.000,Cessna 140A,N5353C,John Tillotson,0,"Urbana, Illinois"
2010-01-14 00:00:00.000,Piper PA-28-140 Cherokee Cruiser,N43421,Gospel Ministries International,0,"Silver street, near Collegedale Municipal Airport, TN"
2010-01-14 00:00:00.000,Cessna 208B Grand Caravan,VH-NTQ,Broome Aviation,0,"Beagle Bay Airport, WA (BEE)"
2010-01-14 00:00:00.000,Piper PA-12,N3233M,Copper Valley Air Service LLC,0,"Gulkana, Alaska"
2010-01-15 00:00:00.000,Fokker 100,EP-IDA,Iran Air,0,Isfahan - ( OIFM )
2010-01-15 00:00:00.000,Cirrus SR22,N155SR,se desconoce,0,"Fredericksburg, Texas"
2010-01-02 00:00:00.000,Boeing 727-231F Super 27,9Q-CAA,CAA,0,Kinshasa-N'Djili Airport (FIH)
2010-01-02 00:00:00.000,Swearingen SA227-AC Metro III,N227ML,Locair,0,"Somerset-Lake Cumberland Regional Airport, KY (SME)"
2010-01-06 00:00:00.000,Cessna 208B Grand Caravan,A2-AKG,Mack Air,0,"Piajo Airstrip, Chief's Island, Okavango Delta"
2010-01-06 00:00:00.000,Beech C99,N206AV,Ameriflight,0,"Kearney Regional Airport, NE (EAR)"
2010-01-07 00:00:00.000,Saab 340A,C6-SBE,SkyBahamas Airlines,0,Nassau-Lynden Pindling International Airport (NAS)
2010-01-08 00:00:00.000,Dassault Falcon 20C,XA-PCC,Aerotaxis Dos Mil,0,"Vail-Eagle County Airport, CO (EGE)"
2010-01-10 00:00:00.000,Airbus A319-131,N816UA,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)"
2010-01-13 00:00:00.000,DHC-8-102,5Y-EMD,"CMC Aviation, opf. ECHO Flight",0,Moba Airport (BDV)
2010-01-14 00:00:00.000,Cessna 208B Grand Caravan,VH-NTQ,Broome Aviation,0,"Beagle Bay Airport, WA (BEE)"
2020-01-01 00:00:00.000,Beechcraft A36 Bonanza,CC-PEN,Turismo Aéreo Chile Limitada,0,"Aeródromo de San Fernando, SCSD"
2020-01-02 00:00:00.000,MikroKopter,se desconoce,se desconoce,0,"Rockhampton Aerodrome, 230° T 22Km (Stanwell Qld), QLD"
2020-01-02 00:00:00.000,Cirrus SR22 GTS,N323SR,Cornerstone Aviation LLC,0,"Kenansville, NC"
2020-01-02 00:00:00.000,Gippsland GA-8 Airvan,VH-BNX,Air Fraser Island,0,"Cornwell’s ALA, Fraser Island, QLD"
2020-01-03 00:00:00.000,Hawker 900XP,N805D,Million Air San Juan,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG)
2020-01-03 00:00:00.000,Cessna U206A Stationair,HP-569CP,Cielos del Pacífico,0,Veracruz
2020-01-03 00:00:00.000,Neiva EMB-202A Ipanema,PT-UTS,Aeromaj Aviação Agrícola,0,"Fazenda Cajú, Leme, SP"
2020-01-04 00:00:00.000,Beech B200 King Air,N200HF,"L.C. Whitford Co., Inc.",0,"Morristown Municipal Airport, NJ (MMU)"
2020-01-04 00:00:00.000,Cessna 172RG,8Q-GAD,Asian Aviation Academy,0,"Gan Int Airport, Gan, Addu Atoll"
2020-01-04 00:00:00.000,SZD-42-2 Jantar 2B,LV-DPA,Private operator,0,"Esperanza Aerodrome, Santa Fe"
2020-01-05 00:00:00.000,Tecnam P2010,RP-C8230,First Aviation Academy,0,Subic Bay International Airport
2020-01-06 00:00:00.000,Cessna 172H,N1658F,Mondo Beyondo Thrill Squadron,0,"El Monte, California"
2020-01-06 00:00:00.000,Cessna P210N Pressurized Centurion,N711BG,EFlight Inc,0,"near Salinas Municipal Airport (KSNS), Salinas, CA"
2020-01-07 00:00:00.000,Boeing 737-82R (WL),TC-CCK,Pegasus Airlines,0,Istanbul Sabiha Gokcen International Airport
2020-01-08 00:00:00.000,Boeing 737-823 (WL),N929NN,American Airlines,0,"New York-La Guardia Airport, NY (LGA)"
2020-01-08 00:00:00.000,Hughes OH-6A,N6186U,US Dept of Agriculture,0,"Preston, Georgia"
2020-01-09 00:00:00.000,ATMOS UAV Marlyn,se desconoce,se desconoce,0,"142 Rex Road, Walkamin, QLD"
2020-01-09 00:00:00.000,Lockheed C-130BZ Hercules,403,South African AF,0,Goma Airport (GOM)
2020-01-09 00:00:00.000,multiple F-16s,se desconoce,Israeli Defence Force (IDF),0,Hatzor airbase
2020-01-09 00:00:00.000,Piper PA-44-180 Seminole,C-FTUU,Moncton Flight College,0,"Bathurst Airport (CZBF), NB"
2020-01-09 00:00:00.000,Bell-Garlick UH-1H Iroquois,VH-ONZ,Fleet Helicopters,0,"Ben Boyd National Park, NSW"
2020-01-10 00:00:00.000,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,0,Antalya Airport (AYT)
2020-01-10 00:00:00.000,Cessna 180A,LV-ZKQ,Private operator,0,"Junin Aerodrome (SAAJ), Buenos Aires"
2020-01-10 00:00:00.000,Schweizer 300C,LV-AFB,Aeroclub Casilda,0,Casilda
2020-01-03 00:00:00.000,Hawker 900XP,N805D,Million Air San Juan,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG)
2020-01-04 00:00:00.000,Beech B200 King Air,N200HF,"L.C. Whitford Co., Inc.",0,"Morristown Municipal Airport, NJ (MMU)"
2020-01-08 00:00:00.000,Boeing 737-823 (WL),N929NN,American Airlines,0,"New York-La Guardia Airport, NY (LGA)"
2020-01-09 00:00:00.000,Lockheed C-130BZ Hercules,403,South African AF,0,Goma Airport (GOM)
2020-01-10 00:00:00.000,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,0,Antalya Airport (AYT)
1910-10-23 00:00:00.000,Bleriot XI,se desconoce,Private,0,"Etterstad, Oslo"
1910-12-03 00:00:00.000,Farman Biplane,se desconoce,Private,0,Issy-les-Moulineaux
1910-10-23 00:00:00.000,Bleriot XI,se desconoce,Private,0,"Etterstad, Oslo"
1910-12-03 00:00:00.000,Farman Biplane,se desconoce,Private,0,Issy-les-Moulineaux
1950-01-02 00:00:00.000,Airplane,PP-RZE,Private,0,"Congonhas, SP"
1970-01-03 00:00:00.000,Piper PA-28-140 Cherokee Cruiser,N8242N,Private,0,"West Chicago, IL"
1970-01-03 00:00:00.000,Piper PA-22,N1651A,Private,0,"Springdale, Arkansas"
1970-01-03 00:00:00.000,Cessna 140,N2369V,Private,0,"Pacoima, California"
1970-01-03 00:00:00.000,Luscombe 8A,N45672,Private,0,"Drexel, MO"
1970-01-03 00:00:00.000,Cessna 170B,N8202A,Private,0,"Tewksbury, MA"
1970-01-03 00:00:00.000,Cessna 172A,N7574T,Private,0,"Houston, TX"
1970-01-03 00:00:00.000,Cessna 150H,N7295S,Private,0,"Fort Worth, TX"
1970-01-04 00:00:00.000,Cessna 182A,N5199D,Private,0,"Sycamore, IL"
1970-01-04 00:00:00.000,Cessna 182G,N2309R,Private,0,"Lawrenceville, IL"
1980-01-10 00:00:00.000,Eiri-Avion PIK-20,ZK-GKG,Private,0,"Killermont, Canterbury"
1980-01-19 00:00:00.000,Schweizer SGS 1-26E,N2994H,Private,0,"Benton, TN"
1990-01-01 00:00:00.000,Glasflügel 206 Hornet,VH-GMW,Private,0,"3km NE of Walla Walla, NSW"
1990-01-08 00:00:00.000,Schweizer SGS 2-33A,N2637H,Private,0,"Kutztown, PA"
1990-01-09 00:00:00.000,Mitsubishi MU-2B-25,N666HB,Private,0,"Craig Municipal Airport Jacksonville, Florida"
1990-01-14 00:00:00.000,Scheibe SF 28A Tandem-Falke,G-BARZ,Private,0,"1 nm west of RAF Dishforth, North Yorkshire"
2000-01-02 00:00:00.000,Cessna 172A,N7249T,Private,0,"DOS PALOS, California"
2000-01-02 00:00:00.000,Piper PA-46-310P Malibu,N4389W,Private,0,"near Odessa, TX"
2000-01-02 00:00:00.000,Piper PA-46-310P Malibu,N87NF,Private,0,"1.5 miles southeast of Corning, AR"
2000-01-03 00:00:00.000,Cessna A185F,N999SW,Private,0,"HOUSTON, Texas"
2000-01-04 00:00:00.000,Beechcraft B200 Super King Air,N895TT,Private,0,"JACKSON, Wyoming"
2000-01-04 00:00:00.000,Zenith CH 601,N229FF,Private,0,"KISSIMMEE, Florida"
2000-01-08 00:00:00.000,Piper PA-23-250,N128Y,Private,0,"ROCK SPRINGS, Wyoming"
2000-01-08 00:00:00.000,Piper PA-32R-301T,N8463X,Private,0,"HARPSWELL, Maine"
2000-01-10 00:00:00.000,Taylorcraft DCO-65,N48634,Private,0,"SHERMAN, Texas"
2000-01-13 00:00:00.000,Beechcraft K35,N9500R,Private,0,"FILLMORE, Utah"
2000-01-14 00:00:00.000,Cessna 150F,N6691F,Private,0,"LIVINGSTON, Texas"
2000-01-16 00:00:00.000,Dana A. Moore DANAMITE,N6407C,Private,0,"SMYRNA, Tennessee"
2000-01-17 00:00:00.000,Cessna 340A,XB-BJU,Private,0,"Brownsville International Airport, Brownsville, Texas"
2000-01-18 00:00:00.000,Cessna 172,N6445B,Private,0,"TOOELE, Utah"
2010-01-01 00:00:00.000,Cessna 150G,N4026J,Private,0,"Church School Rd / Cold Spring Creamery Rd , Bucks County, PA"
2010-01-03 00:00:00.000,Cessna 182P,N7417N,Private,0,"Fallbrook Community Airpark, Fallbrook, San Diego County, California"
2010-01-03 00:00:00.000,Tecnam P2002-JF,PH-VHC,Private,0,"Hilversum Aerodrome, Noord-Holland"
2010-01-04 00:00:00.000,Robinson R44 Raven II,LV-BZU,Private,0,"Fiambala, Catamarca province"
2010-01-04 00:00:00.000,Embraer/NEIVA EMB-202 Ipanema,PT-URT,Private,0,"Irmaos Minaretto Farm, Lucas Do Rio Verde, MT"
2010-01-05 00:00:00.000,Grumman American AA-5B Tiger,N28446,Private,0,"Santa Fe, NM"
2010-01-05 00:00:00.000,Cessna 150L,N10401,Private,0,"Brownstown, IL"
2010-01-06 00:00:00.000,Cessna 182J,N48ZZ,Private,0,"Metaline Falls, WA"
2010-01-06 00:00:00.000,Piper PA-32R-301T Turbo Saratoga SP,N8448Y,Private,0,"Auburn, AL"
2010-01-07 00:00:00.000,Cessna 195B,N2171C,Private,0,"Jacqueline Cochran Regional Airport (KTRM), CA"
2010-01-08 00:00:00.000,Piper PA-46-310P Malibu,N825WS,Private,0,Libourne (33) Airport
2010-01-09 00:00:00.000,Stinson 108 Voyager,N97223,Private,0,"About 30 feet off the Sayville shore, Long Island, NY"
2010-01-09 00:00:00.000,Marabou Stork,ZU-CWW,Private,0,"Rhinopark Airfield, Gauteng"
2010-01-09 00:00:00.000,Jabiru J400,ZU-CTD,Private,0,"Warner Beach, south of Durban, KZN"
2010-01-10 00:00:00.000,Piper PA-28-140 Cherokee,VH-ACR,Private,0,"Old South Rd, Mittagong, southern highlands of NSW"
2010-01-10 00:00:00.000,ERCO 415-CD Ercoupe,N94670,Private,0,"Poppy's Flying Acres private airfield,  Faskell Road, naer Mukwa,"
2010-01-13 00:00:00.000,Robinson R44 II,RA-04145,Private,0,"Tala distriict, Irkutsk region"
2010-01-13 00:00:00.000,Cessna R182 Skylane RG,VH-WCO,Private,0,"Tyabb Airport, Tyabb, VIC"
2010-01-14 00:00:00.000,ERCO 415-D Ercoupe,N2332H,Private,0,"In a field just south of Napa County Airport, CA"
2020-01-01 00:00:00.000,Van's RV-8,N122AD,Private,0,"Yolo County Airport (KDWA/DWA), CA"
2020-01-01 00:00:00.000,Cessna T210L Turbo Centurion,N94227,Private,0,"Ada, OK"
2020-01-03 00:00:00.000,European Air Wings Spring Bok,28EW,Private,0,"Montesquieu-des-Albères, Pyrénées-Orientales 66"
2020-01-03 00:00:00.000,Cessna 150M,N45069,Private,0,"West of Twentynine Palms Airport (TNP/KTNP ), Twentynine Palms, CA"
2020-01-04 00:00:00.000,Aérospatiale SE 3130 Alouette II,N92785,Private,0,"Dell’ Orto air landing strip , Mokelumne Hill, Calaveras County, CA"
2020-01-04 00:00:00.000,Aero Commander 100,N5573M,Private,0,"Mullin, TX"
2020-01-05 00:00:00.000,Rans S-12 Airaile,EC-CA1,Private,0,4 km NE of Ulldecona
2020-01-05 00:00:00.000,Grumman American AA-5A Cheetah,N9593U,Private,0,"Rutherford County, NC"
2020-01-06 00:00:00.000,Glasair I RG,N118CV,Private,0,"Mount Sterling, Montgomery County, KY"
2020-01-07 00:00:00.000,Beechcraft C23 Sundowner,N24690,Private,0,"Norfolk, VA"
2020-01-07 00:00:00.000,Cirrus SR22,N779LB,Private,0,"Kapolei-Kalaeloa Airport, HI (JRF/PHJR)"
2020-01-08 00:00:00.000,DJI Inspire 2,Unregistered,Private,0,"Sampson House, 64 Hopton Street, Southwark, London, SE1 9JH"
2020-01-08 00:00:00.000,Piper PA-23-250 Aztec,N1428P,Private,0,"Helena, MT"
2020-01-09 00:00:00.000,Cessna 172A Skyhawk,PT-BHF,Private,0,"Rondonópolis, MT"
2020-01-10 00:00:00.000,Piper PA-28-181,N8408E,Private,0,"Santa Barbara, California"
