fecha,tipo_avión,registro,Operador,numero_total_fallecidos,lugar_accidente
1920-02-10 00:00:00.000,Royal Aircraft Factory S.E.5A,se desconoce,se desconoce,,"near Kelly Field, TX"
1920-02-22 00:00:00.000,de Havilland DH-4,se desconoce,se desconoce,,"Brownsville, TX"
1920-02-23 00:00:00.000,Royal Aircraft Factory S.E.5,se desconoce,se desconoce,,"Eagle Pass Airdrome, TX"
1920-02-27 00:00:00.000,de Havilland DH-4,se desconoce,se desconoce,,"Calexico, CA"
1920-02-28 00:00:00.000,Bristol F.2b,se desconoce,28 Sqn RAF,,"east of Ambala, India"
1920-03-05 00:00:00.000,de Havilland DH-4,se desconoce,se desconoce,,"Venice, CA"
1920-03-05 00:00:00.000,Curtiss JN-6H,se desconoce,se desconoce,,"Main Field, March Field, CA"
1920-03-05 00:00:00.000,Airco DH.4,se desconoce,United States Army Air Service (USAAS),,"near Nacozari, Sonora"
1920-03-17 00:00:00.000,RAF S E 5A,se desconoce,Royal Aircraft Establishment,,"Laffans Plain, Farnborough, Hampshire"
1920-03-26 00:00:00.000,Handley Page O/400,se desconoce,216 Sqn RAF,,"Kantara, Egypt"
1920-04-01 00:00:00.000,Curtiss JN-4D,se desconoce,se desconoce,,"Kelly Field, TX"
1920-04-15 00:00:00.000,Royal Aircraft Factory R.E.8,se desconoce,30 Sqn RAF,,Iraq
1920-04-20 00:00:00.000,Royal Aircraft Factory S.E.5A,se desconoce,se desconoce,,"Near Soldier's Home, Washington, DC"
1920-04-22 00:00:00.000,de Havilland DH-4M,se desconoce,se desconoce,,"Bolling Field, DC"
1920-04-23 00:00:00.000,Curtiss JN-6H,se desconoce,se desconoce,,"Crandall Ranch, ½ mi N of Perris High School,CA"
1920-04-23 00:00:00.000,unknown,se desconoce,se desconoce,,"March Field, CA"
1920-04-24 00:00:00.000,Curtiss JN-4D,se desconoce,se desconoce,,"Call Field, TX"
1920-05-11 00:00:00.000,Curtiss JN-6H,se desconoce,se desconoce,,"Dorr Field, Arcadia, FL"
1920-05-15 00:00:00.000,Royal Aircraft Factory R.E.8,se desconoce,6 Sqn RAF,,se desconoce
1920-05-15 00:00:00.000,Royal Aircraft Factory R.E.8,se desconoce,6 Sqn RAF,,"Bushire, Iran"
1920-05-19 00:00:00.000,Curtiss 18T-2 Wasp,se desconoce,Escuela Militar de Aviación,,near Sica Sica
1920-05-20 00:00:00.000,Maagen (F.B.V),se desconoce,Flyvevåbnet,,Kongedybet/Øresund
1920-05-21 00:00:00.000,unknown,se desconoce,se desconoce,,"Carlstrom Field, Arcadia, FL"
1920-05-21 00:00:00.000,de Havilland DH-4B,se desconoce,se desconoce,,"Mather Field, CA"
1920-05-22 00:00:00.000,de Havilland DH-4B,se desconoce,se desconoce,,"Post Field, OK"
1920-06-08 00:00:00.000,de Havilland DH-4B,se desconoce,se desconoce,,"West end of Kelly Field, TX"
1920-06-09 00:00:00.000,de Havilland DH-4B,se desconoce,se desconoce,,"Red Bluff, CA"
1920-06-10 00:00:00.000,Royal Arcraft Factory R.E. 8,se desconoce,6 Sqn RAF,,"10 miles west of Alqaim, Iraq"
1930-01-06 00:00:00.000,Consolidated PT-3A,29-94,United States Army Air Corps (USAAC),,"Galveston, TX"
1930-01-06 00:00:00.000,Consolidated PT-3A,29-90,United States Army Air Corps (USAAC),,"Galveston, TX"
1930-01-10 00:00:00.000,Armstrong Whitworth Atlas TM,J9466,3 FTS RAF,,"RAF Grantham (Spittlegate), Lincolnshire"
1930-01-24 00:00:00.000,Boeing PW-9C,28-38,United States Army Air Corps (USAAC),,"¼ mi S of Ft Ringgold, TX"
1930-01-24 00:00:00.000,Curtiss P-1C Hawk,29-242,United States Army Air Corps (USAAC),,"Beach, ND"
1930-01-25 00:00:00.000,Curtiss A-3 Falcon,27-316,United States Army Air Corps (USAAC),,"4 mi N of New Braunfels, TX"
1930-01-26 00:00:00.000,Douglas O-2H,28-154,United States Army Air Corps (USAAC),,"6 mi E of Topeka, KS"
1930-01-28 00:00:00.000,Consolidated PT-1 Trusty,25-245,United States Army Air Corps (USAAC),,"Mitchel Field, NY"
1930-01-28 00:00:00.000,Avro 504N,J9267,3 FTS RAF,,"RAF Grantham (Spittlegate), Lincolnshire"
1930-02-06 00:00:00.000,de Havilland DH-4M,23-410,United States Army Air Corps (USAAC),,"1 mi E of Sorento, CA"
1930-02-06 00:00:00.000,de Havilland DH-4M,22-981,United States Army Air Corps (USAAC),,"4 mi SE of Brooks Field, TX"
1930-02-06 00:00:00.000,Douglas O-2H,28-157,United States Army Air Corps (USAAC),,"Von Ormy, TX"
1930-02-07 00:00:00.000,de Havilland DH-4M,30-066,United States Army Air Corps (USAAC),,"Kelly Field, TX"
1930-02-07 00:00:00.000,Douglas O-2C,26-405,United States Army Air Corps (USAAC),,"Kelly Field, TX"
1930-02-08 00:00:00.000,Armstrong Whitworth Siskin IIIDC,J9212,3 FTS RAF,,"near Grantham, Lincolnshire"
1930-02-08 00:00:00.000,Avro 504N,J8708,3 FTS RAF,,"near Grantham, Lincolnshire"
1930-02-19 00:00:00.000,Fairchild FC-2W2,G-CAVN,Canadian Airways,,"Riverside, NB"
1930-02-19 00:00:00.000,Consolidated PT-1 Trusty,26-322,United States Army Air Corps (USAAC),,"2 mi NW of Maxwell Field, AL"
1930-02-27 00:00:00.000,Savoia-Marchetti S.59bis,HR-4,Aviación Naval Argentina,,se desconoce
1930-03-05 00:00:00.000,Handley Page Hyderabad Mk I,J8319,503 Sqn RAF,,"near Waddington, Lincolnshire"
1930-01-06 00:00:00.000,Consolidated PT-3A,29-94,United States Army Air Corps (USAAC),,"Galveston, TX"
1930-01-06 00:00:00.000,Consolidated PT-3A,29-90,United States Army Air Corps (USAAC),,"Galveston, TX"
1930-01-10 00:00:00.000,Armstrong Whitworth Atlas TM,J9466,3 FTS RAF,,"RAF Grantham (Spittlegate), Lincolnshire"
1930-01-24 00:00:00.000,Boeing PW-9C,28-38,United States Army Air Corps (USAAC),,"¼ mi S of Ft Ringgold, TX"
1930-01-24 00:00:00.000,Curtiss P-1C Hawk,29-242,United States Army Air Corps (USAAC),,"Beach, ND"
1930-01-25 00:00:00.000,Curtiss A-3 Falcon,27-316,United States Army Air Corps (USAAC),,"4 mi N of New Braunfels, TX"
1930-01-26 00:00:00.000,Douglas O-2H,28-154,United States Army Air Corps (USAAC),,"6 mi E of Topeka, KS"
1930-01-28 00:00:00.000,Consolidated PT-1 Trusty,25-245,United States Army Air Corps (USAAC),,"Mitchel Field, NY"
1930-01-28 00:00:00.000,Avro 504N,J9267,3 FTS RAF,,"RAF Grantham (Spittlegate), Lincolnshire"
1930-02-06 00:00:00.000,de Havilland DH-4M,23-410,United States Army Air Corps (USAAC),,"1 mi E of Sorento, CA"
1930-02-06 00:00:00.000,de Havilland DH-4M,22-981,United States Army Air Corps (USAAC),,"4 mi SE of Brooks Field, TX"
1930-02-06 00:00:00.000,Douglas O-2H,28-157,United States Army Air Corps (USAAC),,"Von Ormy, TX"
1930-02-07 00:00:00.000,de Havilland DH-4M,30-066,United States Army Air Corps (USAAC),,"Kelly Field, TX"
1930-02-07 00:00:00.000,Douglas O-2C,26-405,United States Army Air Corps (USAAC),,"Kelly Field, TX"
1930-02-08 00:00:00.000,Armstrong Whitworth Siskin IIIDC,J9212,3 FTS RAF,,"near Grantham, Lincolnshire"
1930-02-08 00:00:00.000,Avro 504N,J8708,3 FTS RAF,,"near Grantham, Lincolnshire"
1930-02-19 00:00:00.000,Fairchild FC-2W2,G-CAVN,Canadian Airways,,"Riverside, NB"
1930-02-19 00:00:00.000,Consolidated PT-1 Trusty,26-322,United States Army Air Corps (USAAC),,"2 mi NW of Maxwell Field, AL"
1930-02-27 00:00:00.000,Savoia-Marchetti S.59bis,HR-4,Aviación Naval Argentina,,se desconoce
1930-03-05 00:00:00.000,Handley Page Hyderabad Mk I,J8319,503 Sqn RAF,,"near Waddington, Lincolnshire"
1940-01-03 00:00:00.000,North American BT-9C,37-413,United States Army Air Corps (USAAC),,"Near Randolph Field, TX"
1940-01-07 00:00:00.000,Grunau 9,LN-FAI,Bergen Aeroklubb,,se desconoce
1940-01-10 00:00:00.000,GAL Monospar ST.25 Jubilee,G-AEDY,Utility Airways Ltd,,"Hanworth Aerodrome, Hanworth, Middlesex"
1940-01-20 00:00:00.000,Boeing P-12E,31-571,United States Army Air Corps (USAAC),,"Russell City, CA"
1940-01-03 00:00:00.000,North American BT-9C,37-413,United States Army Air Corps (USAAC),,"Near Randolph Field, TX"
1940-01-07 00:00:00.000,Grunau 9,LN-FAI,Bergen Aeroklubb,,se desconoce
1940-01-10 00:00:00.000,GAL Monospar ST.25 Jubilee,G-AEDY,Utility Airways Ltd,,"Hanworth Aerodrome, Hanworth, Middlesex"
1940-01-20 00:00:00.000,Boeing P-12E,31-571,United States Army Air Corps (USAAC),,"Russell City, CA"
1950-01-01 00:00:00.000,Republic F-47N Thunderbolt,44-88818,United States Air Force (USAF),,5 Mi NE Henando
1950-01-05 00:00:00.000,Vought F4U-5N Corsair,123155,United States Navy; VC-4,,"NAS Atlantic City, 8mi. NNE, NJ"
1950-01-06 00:00:00.000,Douglas VC-47A (DC-3),42-93509,USAF,,Ankara
1950-01-07 00:00:00.000,Boeing 247D,XA-CAB,Líneas Aéreas Guerrero Oaxaca (LAGOSA),,"near Los Pajaritos, VER"
1950-01-07 00:00:00.000,Lockheed F-80B Shooting Star,45-8536,United States Air Force (USAF),,Ie Shima Island
1950-01-07 00:00:00.000,Beechcraft UC-45 Expeditor,F-BECE,Sté des Avions Taxis d'Indochine,,Phanthiet
1950-01-07 00:00:00.000,Republic F-84E Thunderjet,49-2026,U.S. Air Force (USAF),,"near Watson Lake, Yukon Territory, Canada"
1950-01-10 00:00:00.000,Douglas C-47B (DC-3),F-BEFQ,Air Nolis,,near Zinder
1950-01-11 00:00:00.000,Lockheed F-80A Shooting Star,45-8340,United States Air Force (USAF),,8 Mi ESE Mt Clemens
1950-01-11 00:00:00.000,Lockheed F-80A Shooting Star,44-85119,United States Air Force (USAF),,North of Okinawa
1950-01-12 00:00:00.000,Beechcraft T-7 Navigator,41-21080,United States Air Force (USAF),,1 Mi W Long Beach Airport
1950-01-12 00:00:00.000,North American F-51D Mustang,44-73599,United States Air Force (USAF),,Yokota AB
1950-01-13 00:00:00.000,North American F-82G Twin Mustang,46-0381,United States Air Force (USAF),,Yokota AB
1950-01-13 00:00:00.000,North American TF-51D Mustang,44-74556,United States Air Force (USAF),,10 Ni NE Las Vegas
1950-01-14 00:00:00.000,Vought F4U-4 Corsair,81898,United States Navy; CNART,,se desconoce
1950-01-15 00:00:00.000,Lockheed F-80C Shooting Star,47-214,U.S. Air Force (USAF),,"near Opa Locka, FL"
1950-01-16 00:00:00.000,Douglas A-26C Invader,44-35543,United States Air Force (USAF),,9 Mi W Sumter
1950-01-16 00:00:00.000,North American F-82H Twin Mustang,46-0497,United States Air Force (USAF),,10 Mi S Fairbanks
1950-01-17 00:00:00.000,FMA I.Ae.24 Calquín,A-48,Fuerza Aérea Argentina,,BA El Plumerillo-Mendoza
1950-01-17 00:00:00.000,Vought F4U-4 Corsair,81602,United States Navy; VF ATU #4,,"Cabaniss, 9mi. SSW, TX"
1950-01-18 00:00:00.000,Grumman TBM-3E Avenger,86170,US Navy,,se desconoce
1950-01-18 00:00:00.000,Lockheed P-80A Shooting Star,44-85118,U.S. Air Force (USAF),,se desconoce
1950-01-19 00:00:00.000,Vought F4U-4 Corsair,97343,United States Marine Corps (USMC); VMF-223,,USS Leyte (CV-32)
1950-01-21 00:00:00.000,Vought F4U-4 Corsair,81857,United States Navy; VF-32,,"NAAS Charlestown, RI"
1950-01-22 00:00:00.000,de Havilland DH.104 Dove 1,VP-YER,Central African Airways,,"Livingstone, Southern Province"
1950-01-23 00:00:00.000,Vought F4U-5 Corsair,122036,United States Navy; VF-41,,USS Midway (CVB-41)
1950-01-24 00:00:00.000,Vought F4U-4 Corsair,81606,US Navy,,se desconoce
1950-01-06 00:00:00.000,Douglas VC-47A (DC-3),42-93509,USAF,,Ankara
1950-01-10 00:00:00.000,Douglas C-47B (DC-3),F-BEFQ,Air Nolis,,near Zinder
1960-01-05 00:00:00.000,Convair F-102A Delta Dagger,56-1070,U.S. Air Force (USAF),,"near Lockbourne AFB, OH"
1960-01-09 00:00:00.000,Gloster Meteor T7,22-266,Flyvevåbnet,,Karup AB (KRP)
1960-01-11 00:00:00.000,McDonnell F3H-2 Demon,143431,U.S. Navy,,se desconoce
1960-01-11 00:00:00.000,Republic RF-84F Thunderflash,5614,Republic of China Air Force (ROCAF),,se desconoce
1960-01-14 00:00:00.000,Lockheed T-33A Shooting Star,51-16979,U.S. Air Force (USAF),,"near Williams AFB, AZ"
1960-01-14 00:00:00.000,Lockheed T-33A Shooting Star,52-9493,U.S. Air Force (USAF),,"near Williams AFB, AZ"
1960-01-14 00:00:00.000,Douglas F4D-1 Skyray,139049,United States Marine Corps (USMC),,se desconoce
1960-01-16 00:00:00.000,Grumman CS2F-1 Tracker,1517,Royal Canadian Navy (RCN),,se desconoce
1960-01-18 00:00:00.000,North American F-86D Sabre,se desconoce,United States Air Force (USAF),,20 km NE of BA Torrejón
1960-01-20 00:00:00.000,MKEK 4 Uğur,5120,Türk Hava Kuvvetleri,,se desconoce
1960-01-20 00:00:00.000,MKEK 4 Uğur,5125,Türk Hava Kuvvetleri,,se desconoce
1970-01-01 00:00:00.000,Dornier Do-28A-1,ST-ACM,se desconoce,,"Aliet, Al Buhayrat"
1970-01-02 00:00:00.000,McDonnell Douglas F-4D Phantom II,66-8784,United States Air Force (USAF),,se desconoce
1970-01-03 00:00:00.000,McDonnell Douglas F-4D Phantom II,66-7628,United States Air Force (USAF),,se desconoce
1970-01-04 00:00:00.000,Mikojan-Gurjevič MiG-21,se desconoce,Egyptian Air Force (EAF),,se desconoce
1970-01-04 00:00:00.000,MiG-21,se desconoce,Egyptian Air Force (EAF),,se desconoce
1970-01-04 00:00:00.000,Piper J3C-65 (L-4H),D-EGUL,se desconoce,,se desconoce
1970-01-06 00:00:00.000,Bell 47G,YV-E-DPF,Aerotecníca S.A.,,se desconoce
1970-01-08 00:00:00.000,Mikojan-Gurjevič MiG-21,se desconoce,Syrian Arab Air Force (SyAAF),,se desconoce
1970-01-08 00:00:00.000,Mikojan-Gurjevič MiG-21,se desconoce,Syrian Arab Air Force (SyAAF),,se desconoce
1970-01-08 00:00:00.000,Mikojan-Gurjevič MiG-21,se desconoce,Syrian Arab Air Force (SyAAF),,se desconoce
1970-01-08 00:00:00.000,Convair F-106A Delta Dart,57-2500,United States Air Force - USAF,,32 NM WNW Kwangju
1970-01-09 00:00:00.000,Mil Mi-2,627,Polish Air Force,,se desconoce
1970-01-09 00:00:00.000,Vought DF-8F Crusader,143730,United States Navy (USN),,se desconoce
1970-01-10 00:00:00.000,HAL HF-24 Marut,se desconoce,Indian Air Force,,se desconoce
1970-01-10 00:00:00.000,Boeing CH-47C Chinook,67-18524,US Army,,"Unknown, S. Vietnam"
1970-01-12 00:00:00.000,Dornier Do-28B-1,NAF-172,Nigerian Air Force,,Lagos
1980-01-06 00:00:00.000,Shenyang F-6,se desconoce,Pakistan Air Force,,se desconoce
1980-01-13 00:00:00.000,Cessna 182K Skylane,OY-EGY,Private,,Sönderborg (EKSB)
1980-01-14 00:00:00.000,Vought A-7D Corsair II,72-0181,USAF,,se desconoce
1980-01-14 00:00:00.000,Martin WB-57B Canberra,52-1503,United States Air Force - USAF,,"Plattsburgh, NY"
1980-01-14 00:00:00.000,North American T-28A Trojan,se desconoce,Fuerza Aérea Mexicana (FAM),,se desconoce
1980-01-16 00:00:00.000,North American T-6G Texan,E.16-78,Ejército del Aire,,se desconoce
1990-01-04 00:00:00.000,Sikorsky UH-60A Black Hawk,89-26144,United States Navy (USN),,se desconoce
1990-01-05 00:00:00.000,MiG-23MF,C408,Angolan Air Force,,se desconoce
1990-01-09 00:00:00.000,Antonov An-24TV,se desconoce,Sudan AF,,Kajo Kaji
1990-01-10 00:00:00.000,Bell 212,EHBR-1179,Fuerza Aérea Mexicana (FAM),,se desconoce
1990-01-10 00:00:00.000,Mil Mi-35,se desconoce,Angolan Air Force,,near Chipeta
1990-01-12 00:00:00.000,Bell 212,30928,Royal Thai Army Aviation (RTAA),,"near Ban Klang, Pattani"
1990-01-16 00:00:00.000,Mudry CAARP Cap 10B,EC-DVH,se desconoce,,se desconoce
1990-01-21 00:00:00.000,Cessna F150H,F-BPEE,Private,,se desconoce
1990-01-21 00:00:00.000,Bell AH-1E Cobra,77-22794,US Army,,se desconoce
1990-01-21 00:00:00.000,Beech 300 Super King Air,HI-578SP,Private,,Santo Domingo
1990-01-09 00:00:00.000,Antonov An-24TV,se desconoce,Sudan AF,,Kajo Kaji
1990-01-21 00:00:00.000,Beech 300 Super King Air,HI-578SP,Private,,Santo Domingo
2000-01-01 00:00:00.000,MiG-23,se desconoce,Angolan Air Force,,Huambo
2000-01-03 00:00:00.000,Mil Mi-24P,48,Russian Air Force,,"Gudauta, Abkhazia"
2000-01-03 00:00:00.000,Beech 200 Super King Air,A2-AEZ,Kalahari Air Services & Charter,,unknown location
2000-01-14 00:00:00.000,Pilatus PC-7,HBHOO,Pilatus Aircraft Ltd.,,"BROOMFIELD, Colorado"
2000-01-18 00:00:00.000,IPTN/MBB Bo 105CB,HS-70..,TNI-AD (Indonesian Army),,"near Putussibau, West Kalimantan"
1902-05-12 00:00:00.000,Airship,Unregistered,Augusto Severo de Albuquerque Maranhão,2,"81 Avenue de Maine, Paris"
1910-12-03 00:00:00.000,Farman Biplane,se desconoce,Italian Army (?),2,Centocelle near Rome
1910-12-28 00:00:00.000,Antoinette VII,se desconoce,Mario Pola,2,Issy-les-Moulineaux
1910-12-03 00:00:00.000,Farman Biplane,se desconoce,Italian Army (?),2,Centocelle near Rome
1910-12-28 00:00:00.000,Antoinette VII,se desconoce,Mario Pola,2,Issy-les-Moulineaux
1920-02-05 00:00:00.000,Albatros (SW12),618,Swedish Air Force,2,"Lambohov, Espetorp, nära Malmslätt (Östergötland)"
1920-03-05 00:00:00.000,de Havilland DH-4,SC-23961,US Army Air Service,2,"3 mi Sw of Eglin, OK, on Ft Sill Res, OK"
1920-03-11 00:00:00.000,Albatros C. III,se desconoce,Finnish Air Force,2,Utti
1920-04-16 00:00:00.000,de Havilland DH-4B,se desconoce,US Army Air Service,2,"Sanderson, TX"
1920-05-03 00:00:00.000,Standard J-1,se desconoce,Private,2,"Near Vallejo, CA"
1920-05-21 00:00:00.000,de Havilland DH-4A,AS-24158,US Army Air Service,2,"Kelly Field, TX"
1920-05-24 00:00:00.000,Savoia S.16,CH-4,Ad Astra Aero,2,Romanshorn
1920-05-27 00:00:00.000,Bristol F.2b,D7927,70 Sqn RAF,2,"Almaza, Egypt"
1920-02-05 00:00:00.000,Albatros (SW12),se desconoce,Swedish Air Force,2,"Lambohov, Espetorp, nära Malmslätt (Östergötland)"
1920-03-05 00:00:00.000,de Havilland DH-4,se desconoce,US Army Air Service,2,"3 mi Sw of Eglin, OK, on Ft Sill Res, OK"
1920-03-11 00:00:00.000,Albatros C. III,se desconoce,Finnish Air Force,2,Utti
1920-04-16 00:00:00.000,de Havilland DH-4B,se desconoce,US Army Air Service,2,"Sanderson, TX"
1920-05-03 00:00:00.000,Standard J-1,se desconoce,Private,2,"Near Vallejo, CA"
1920-05-21 00:00:00.000,de Havilland DH-4A,se desconoce,US Army Air Service,2,"Kelly Field, TX"
1920-05-24 00:00:00.000,Savoia S.16,se desconoce,Ad Astra Aero,2,Romanshorn
1920-05-27 00:00:00.000,Bristol F.2b,se desconoce,70 Sqn RAF,2,"Almaza, Egypt"
1930-01-07 00:00:00.000,Loening OL-8A,A-8072,US Navy,2,"San Diego Bay near National City, CA"
1930-01-10 00:00:00.000,I.V.L. A.22 Hansa,IL-61,Finnish Air Force,2,Laatokka
1930-01-10 00:00:00.000,Fairchild 71,NC,Fairchild,2,Amston CT
1930-01-21 00:00:00.000,Fairey IIIF,J9637,207 Sqn RAF,2,"near Maldon Grey Public House, Childon, near Sudbury, Suffolk"
1930-01-23 00:00:00.000,Canadian Vickers Vedette,N°5,Fuerza Aérea de Chile,2,Puerto Aysén - Región de Aysén
1930-01-25 00:00:00.000,Latécoère 26-6,F-AJCL,Aéropostale,2,Mediterranean Sea
1930-02-16 00:00:00.000,de Havilland DH.60G Moth,C-39,SCADTA,2,Cali
1930-01-07 00:00:00.000,Loening OL-8A,A-8072,US Navy,2,"San Diego Bay near National City, CA"
1930-01-10 00:00:00.000,I.V.L. A.22 Hansa,IL-61,Finnish Air Force,2,Laatokka
1930-01-10 00:00:00.000,Fairchild 71,NC,Fairchild,2,Amston CT
1930-01-21 00:00:00.000,Fairey IIIF,J9637,207 Sqn RAF,2,"near Maldon Grey Public House, Childon, near Sudbury, Suffolk"
1930-01-23 00:00:00.000,Canadian Vickers Vedette,N°5,Fuerza Aérea de Chile,2,Puerto Aysén - Región de Aysén
1930-01-25 00:00:00.000,Latécoère 26-6,F-AJCL,Aéropostale,2,Mediterranean Sea
1930-02-16 00:00:00.000,de Havilland DH.60G Moth,C-39,SCADTA,2,Cali
1940-01-02 00:00:00.000,Miles Magister Mk I,P2508,79 Sqn RAF,2,"Garlinge, near Margate, Kent"
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,1./6 DBAP Soviet Air Force,2,Heinoja
1940-01-09 00:00:00.000,Vickers Vildebeest Mark III,K4156,273 Sqn RAF,2,18 miles off Colombo
1940-01-09 00:00:00.000,North American Harvard Mk I,P5848,15 FTS RAF,2,"Gordon Castle, near Fochabers, Moray, Scotland"
1940-01-11 00:00:00.000,Blackburn Skua Mk II,L2946,803 Sqn FAA RN,2,"Tor Ness Point on the Island of Stronsay, Orkney, Scotland"
1940-01-13 00:00:00.000,De Havilland DH.82A Tiger Moth,T1778,Risalpur SF RAF,2,"RAF Kohat, Khyber-Pakhtunkhwa, British India."
1940-01-15 00:00:00.000,CAC CA-5 Wirraway,A20-20,21 Sqn RAAF,2,"2 miles N of RAAF Laverton, VIC"
1940-01-17 00:00:00.000,Airplane,se desconoce,RAF,2,near Kohat
1940-01-18 00:00:00.000,Bristol Blenheim Mk IV,BL-127,Suomen ilmavoimat,2,"North Sea, between Perth, Scotland, and Stavanger, Norway"
1940-01-18 00:00:00.000,Supermarine Walrus Mk I,P5648,712 Sqn FAA RN,2,"Bishop Briggs, 3 miles north of Glasgow, Scotland,"
1940-01-02 00:00:00.000,Miles Magister Mk I,P2508,79 Sqn RAF,2,"Garlinge, near Margate, Kent"
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,1./6 DBAP Soviet Air Force,2,Heinoja
1940-01-09 00:00:00.000,Vickers Vildebeest Mark III,K4156,273 Sqn RAF,2,18 miles off Colombo
1940-01-09 00:00:00.000,North American Harvard Mk I,P5848,15 FTS RAF,2,"Gordon Castle, near Fochabers, Moray, Scotland"
1940-01-11 00:00:00.000,Blackburn Skua Mk II,L2946,803 Sqn FAA RN,2,"Tor Ness Point on the Island of Stronsay, Orkney, Scotland"
1940-01-13 00:00:00.000,De Havilland DH.82A Tiger Moth,T1778,Risalpur SF RAF,2,"RAF Kohat, Khyber-Pakhtunkhwa, British India."
1940-01-15 00:00:00.000,CAC CA-5 Wirraway,A20-20,21 Sqn RAAF,2,"2 miles N of RAAF Laverton, VIC"
1940-01-17 00:00:00.000,Airplane,se desconoce,RAF,2,near Kohat
1940-01-18 00:00:00.000,Bristol Blenheim Mk IV,BL-127,Suomen ilmavoimat,2,"North Sea, between Perth, Scotland, and Stavanger, Norway"
1940-01-18 00:00:00.000,Supermarine Walrus Mk I,P5648,712 Sqn FAA RN,2,"Bishop Briggs, 3 miles north of Glasgow, Scotland,"
1950-01-01 00:00:00.000,Miles M.14A Hawk Trainer III,OO-PAB,Club d'Aviation de Bruxelles,2,Villens
1950-01-03 00:00:00.000,Fieseler K-65 Cáp (Fi 156),se desconoce,Czechoslovak Air Force,2,Chocen
1950-01-03 00:00:00.000,Avro 652A Anson C.19,VR-TAT,United Air Services,2,"Kazimzumbwi Pwani Region, 20 km SW of Dar es-Salaam"
1950-01-04 00:00:00.000,Fairey Firefly AS Mk 5,WB287,812 Sqn FAA RN,2,"Mediterranean Sea, near HMS Glory, off Delimara Point, Malta"
1950-01-05 00:00:00.000,Boeing B-50A-10-BO Superfortress,46-021,3200th BTSqn /3200th PTGp /APGC USAF,2,"Choctawhatchee Bay, 2miles NNE of Okaloosa, Florida"
1950-01-05 00:00:00.000,North American AT-16 Harvard IIB,FT376,7 FTS RAF,2,"Normanby by Spital, 4 miles North of Scunthorpe, Lincolnshire"
1950-01-08 00:00:00.000,Fairey Firefly FR Mk 1,PP566,1830 Sqn FAA RN VR,2,"Meikle Bin, Campsie Fells, Stirlingshire"
1950-01-10 00:00:00.000,Percival Prentice T Mk I,VS287,3 FTS RAF,2,"Blackdyke Farm, Hockwold, 1.5 miles SE of RAF Feltwell, Norfolk"
1950-01-11 00:00:00.000,Lockheed T-33A Shooting Star,49-0915,United States Air Force (USAF),2,"1,5 mi SW of Perris, CA"
1950-01-17 00:00:00.000,Airplane,se desconoce,RAF,2,near Remscheid
1950-01-22 00:00:00.000,Piper J3C Cub,N92421,Private,2,"15 miles northeast of Taft, TX"
1950-01-24 00:00:00.000,Arado Ar 96 (Avia C.2),795,Czechoslovak Air Force,2,Prostejov
1960-01-02 00:00:00.000,North American T-6 Texan,se desconoce,Private,2,"Lake Havasu City, AZ"
1960-01-03 00:00:00.000,Piper PA-20 Pacer,N6979K,Private,2,"San Antonio, TX"
1960-01-03 00:00:00.000,Lockheed T-33A,se desconoce,United States Air Force (USAF),2,Hahn AB
1960-01-13 00:00:00.000,Lockheed 18 Learstar,N672,Utah Construction & Mining Co.,2,"near Minersville, UT"
1960-01-14 00:00:00.000,Boeing B-47E Stratojet,52-0498,United States Air Force (USAF),2,"Eielson AFB, AK"
1960-01-15 00:00:00.000,Lockheed T-33A,DP-S,Luftforsvaret (RNoAF),2,near Kvitsøy
1960-01-19 00:00:00.000,Avro Canada CF-100 Canuck Mk 5,18682,Royal Canadian Air Force (RCAF),2,"Strait of Georgia, Comox, British Columbia"
1960-01-20 00:00:00.000,Auster AOP.9,WZ728,656 Sqn /11 Flt AAC,2,near Seremban
1960-01-20 00:00:00.000,de Havilland DH.112 Sea Venom FAW.21,XG658,766 Sqn FAA RN,2,"Manor Farm, 1 mile east of Tockenham, Wiltshire"
1960-01-21 00:00:00.000,English Electric Canberra PR.3,WF926,39 Sqn RAF,2,"Mediterranean Sea, 19 miles ENE of Luqa"
1960-01-21 00:00:00.000,Cessna 180,N....,Private,2,near Caicos
1960-01-13 00:00:00.000,Lockheed 18 Learstar,N672,Utah Construction & Mining Co.,2,"near Minersville, UT"
1970-01-01 00:00:00.000,North American A-5A Vigilante,148928,US Navy,2,near Clark AB
1970-01-01 00:00:00.000,Cessna 180H Skywagon 6,N3472Y,Galena Air Ser,2,"Nulato, AK"
1970-01-02 00:00:00.000,Piper PA-22,N5339Z,se desconoce,2,"Livermore, CA"
1970-01-02 00:00:00.000,Cessna 172 Skyhawk,N7104A,se desconoce,2,"Rollinsville, CO"
1970-01-02 00:00:00.000,Cessna 337B Super Skymaster,N5497S,Perma-Parts Co,2,"Cedar Key, FL"
1970-01-02 00:00:00.000,Grumman A-6A Intruder,152937,"VA-196, US Navy",2,"near Ban Na Phao/Mu Gia Pass, Khammouan Province, Laos"
1970-01-03 00:00:00.000,Folland Gnat T.1,XR997,4 FTS  RAF,2,"Ty Mawr, Anglesey"
